Username,Timestamp
larissa,Tue Jul 18 2023 16:39:56 GMT-0300 (Brasilia Standard Time)
larissa,Tue Jul 18 2023 16:44:47 GMT-0300 (Brasilia Standard Time)
larissa,Tue Jul 18 2023 16:48:36 GMT-0300 (Brasilia Standard Time)
larissa,Tue Jul 18 2023 17:05:41 GMT-0300 (Brasilia Standard Time)
